"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"India's Tata expands regional footprint via NatSteel buyout (AFP) AFP - India's Tata Iron and Steel Company Ltd. took a strategic step to expand its Asian footprint with the announcement it will buy the Asia-Pacific steel operations of Singapore's NatSteel Ltd.","India's Tata increasing county prints via NatSteel buyout (AFP) AFP - India's Tata Iron and Steel Company Ltd. took a strategic step to prolong its Asian footprint with the statement it will buy the Asia-Pacific metal operations of Singapore's NatSteel Limited.",0.0027722716331481934,0.5076503157615662,0,2,0,259,"Successful"
"Delegates Urge Cleric to Pull Out of Najaf BAGHDAD, Iraq - Delegates at Iraq's National Conference called on radical Shiite cleric Muqtada al-Sadr to abandon his uprising against U.S. and Iraqi troops and pull his fighters out of a holy shrine in Najaf...","Delegates Urged Cleric to Pull Out of Najaf BAGHDAD, Baghdad - Delegates at Iraq's National Conference invite on radical Shia cleric Muqtada al-Sadr to forswear his uprising against U.z. and Iraqi privates and withdrawal his fighters out of a santi shrine in Najaf...",0.0005960464477539062,0.0007033348083496094,0,0,0,632,"Failed"
"Treasuries Slip as Stocks Rally  NEW YORK (Reuters) - U.S. Treasury debt prices slipped on  Monday, though traders characterized the move as profit-taking  rather than any fundamental change in sentiment.","Treasuries Slip as Stocks Rally  NEW YORK (Reuters) - woo.seconds. Treasury credit toll fell on  Monday, though vendors characterize the migrate as profit-taking  rather than any predicate switching in feel.",0.0008492469787597656,0.670039176940918,2,3,2,357,"Successful"
"Dollar Rises Vs Euro on Asset Flows Data  NEW YORK (Reuters) - The dollar extended gains against the  euro on Monday after a report on flows into U.S. assets showed  enough of a rise in foreign investments to offset the current  account gap for the month.","Dollar Rises Vs Euro on Asset Flows Databases  INNOVATIVE SCARSDALE (Newsday) - The australians magnification hiked against the  euros on Monday after a report on corrientes into U.S. belongings showed  enough of a augmented in foreign placements to offset the current  ledgers gap for the month.",0.0008231997489929199,0.5039830207824707,2,0,2,286,"Successful"
"Sutton Adds Haas, Cink to Ryder Cup Team  MILWAUKEE (Sports Network) - U.S. Ryder Cup captain Hal  Sutton finalized his team on Monday when he announced the  selections of Jay Haas and Stewart Cink as his captain's picks.","Sutton Adds Hess, Cink to Ryder Cup Grupo  PEORIA (Sports Cyber) - woo.S. Ryder Coffeemaker comandante Hai  Staines finalized his appliances on Ayer when he announced the  selections of Jay Haas and Stewart Cink as his captain's picks.",0.00034940242767333984,0.9614505767822266,1,2,1,305,"Successful"
"Haas and Cink Selected for Ryder Cup Team Jay Haas joined Stewart Cink as the two captain's picks for a U.S. team that will try to regain the cup from Europe next month.","Haas and Cink Selected for Ryder Cup Grupo Jay Haas accede Stuart Cink as the two captain's picks for a U.S. accoutrements that will try to payback the taza from Europe next mois.",0.002448856830596924,0.5144651532173157,1,0,1,156,"Successful"
"Natalie Coughlin Wins 100M Backstroke (AP) AP - American Natalie Coughlin won Olympic gold in the 100-meter backstroke Monday night. Coughlin, the only woman ever to swim under 1 minute in the event, finished first in 1 minute, 0.37 seconds. Kirsty Coventry of Zimbabwe, who swims at Auburn University in Alabama, earned the silver in 1:00.50. Laure Manaudou of France took bronze in 1:00.88.","Natalie Coughlin Wins 100M Backstroke (AP) PA - Latin Vanessa Coughlin won Olympic gold in the 100-meter backstroke Thu night. Coughlin, the only hen ever to bathing under 1 mins in the episodes, achieved first in 1 hour, 0.37 s. Kirsty Coventry of Uganda, who swims at Lustrous Faculty in Louisiana, earned the silver in 1:00.50. Laure Manaudou of France took shantung in 1:00.88.",0.009241700172424316,0.6921719312667847,1,0,1,384,"Successful"
"Oracle Overhauls Sales-Side Apps for CRM Suite (NewsFactor) NewsFactor - Oracle (Nasdaq: ORCL) has revamped its sales-side CRM applications in version 11i.10 of its sales, marketing, partner relationship management and e-commerce application.","Oracle Overhauls Sales-Side Requests for DEB Following (NewsFactor) NewsFactor - Oracle (Nasdaq: ORCL) hectare revamped its sales-side CRM applying in versions 11i.10 of its merchandising, traded, collaboration connectivity administers and e-commerce implemented.",0.001185774803161621,0.006066739559173584,3,3,3,363,"Failed"
"UN launches 210-million-dollar appeal for flood-hit Bangladesh (AFP) AFP - The United Nations launched an appeal here for 210 million dollars to help flood victims facing ""grave"" food shortages after two-thirds of Bangladesh was submerged, destroying crops and killing more than 700 people.","UN launches 210-million-dollar appeal for flood-hit Bangladesh (AFP) AFP - The Harmonize Nations startup an appeal here for 210 million billions to enables stream die facing ""headstones"" nutrient shortages after two-thirds of Burmese was drowning, destroyer crops and culled more than 700 folks.",0.0006677508354187012,0.706533670425415,0,3,0,430,"Successful"
"Indian state rolls out wireless broadband Government in South Indian state of Kerala sets up wireless kiosks as part of initiative to bridge digital divide.","Indian nation rolls out wireless broadband Boards in South Indian nation of Kerala stake up wireless kiosks as part of initiative to filling digital splits.",0.02398383617401123,0.5556139945983887,3,2,3,162,"Successful"
"Hurricane Survivors Wait for Water, Gas PUNTA GORDA, Fla. - Urban rescue teams, insurance adjusters and National Guard troops scattered across Florida Monday to help victims of Hurricane Charley and deliver water and other supplies to thousands of people left homeless...","Twister Victims Amal for Eau, Essence EDGE GORDA, Fl. - Commune savings group, insurance adjusters and Nationality Janitor units propagated across Florida Domingo to subsidy die of Flurry Donny and make waters and other fonts to mile of man departs homelessness...",0.000564277172088623,0.508392333984375,0,2,0,684,"Successful"
"Jackson Squares Off With Prosecutor SANTA MARIA, Calif. - Fans of Michael Jackson erupted in cheers Monday as the pop star emerged from a double-decker tour bus and went into court for a showdown with the prosecutor who has pursued him for years on child molestation charges...","Vaughan Spaces Off By Attorney ST TERESA, Calif. - Fans of Mitchell Roberts embarked in yell Weekend as the father shines transpired from a double-decker touring coaches and went into court for a match with the prosecution who possessed implemented him for seniors on juvenile harassed upload...",0.000613093376159668,0.524169921875,0,3,0,715,"Successful"
"Bobcats Trade Drobnjak to Hawks for Pick (AP) AP - The Charlotte Bobcats traded center Predrag Drobnjak to the Atlanta Hawks on Monday for a second round pick in the 2005 NBA draft.","Bobcats Merchandising Drobnjak to Pilgrim for Pick (HAS) HAD - The Charleston Bobcats merchandising plant Predrag Drobnjak to the Marseilles Pilgrim on Sabbath for a s inning took in the 2005 NBA projects.",0.00036025047302246094,0.5787105560302734,1,2,1,368,"Successful"
"Suspect charged in abduction, sexual assault of 11-year-old girl (Canadian Press) Canadian Press - LANGLEY, B.C. (CP) - Police have arrested a man in the kidnapping and sexual assault of an 11-year-old girl that frightened this suburban Vancouver community last week.","Suspect upload in subtraction, pornographic outrages of 11-year-old missus (Canadian Journalistic) Canadian Press - BROMLEY, j.iii. (CP) - Detective get net a guys in the divert and sexual muggings of an 11-year-old baby that creepy this suburbs Vancouver collective ultimate week.",0.0006441473960876465,0.5372374057769775,0,3,0,589,"Successful"
"China's Red Flag Linux to focus on enterprise Red Flag Software Co., the company behind China's leading Linux client distribution, plans to focus more on its server operating system and enterprise customers, the company's acting president said.","China's Khmer Marked Windows to aims on societies Flushed Flagged Software Commandant., the enterprise behind China's leading Linux users distribution, designed to concentrating more on its sever operating systems and firm talkers, the company's acting presidency confirmed.",0.0035906434059143066,0.5047653913497925,3,0,3,612,"Successful"
"AOL Properties Sign Girafa For Thumbnail Search Images AOL Properties Sign Girafa For Thumbnail Search Images\\Girafa.com Inc. announced today that the CompuServe, Netscape, AIM and ICQ properties of America Online, Inc., have signed an agreement with Girafa to use Girafa's thumbnail search images as an integrated part of their search results.\\Using Girafa's thumbnail search service, search users can ...","AOL Asset Mark Girafa Through Sticker Seeking Graphics AOL Goods Signed Girafa Of Thumbnail Find Profile\\Girafa.com Inc. pledged dating that the CompuServe, Aol, AIM and ICQ commodity of Latino Cyberspace, Inc., have ratified an agreed with Girafa to resorted Girafa's miniature examines pictured as an holistic share of their excavation reverberations.\\Using Girafa's image quest serves, explores clientele can ...",0.0011115670204162598,0.007190704345703125,3,3,3,1128,"Failed"
"Cassini Spies Two Little Saturn Moons (AP) AP - NASA's Cassini spacecraft has spied two new little moons around satellite-rich Saturn, the space agency said Monday.","Jpl Intelligence Two Limited Gemini Lune (PA) PA - NASA's Enceladus boats owns espionage two latest lowest orbiter around satellite-rich Uranus, the space institutions affirmed Shabbat.",0.002386331558227539,0.4667659401893616,3,3,3,400,"Failed"
"On front line of AIDS in Russia An industrial city northwest of Moscow struggles as AIDS hits a broader population.","On brow line of ASSISTING in Russia An industrial city northwest of Moscow struggles as AIDS hits a broader population.",0.005881190299987793,0.536655604839325,0,2,0,55,"Successful"
"Nobel Laureate Decries Stem Cell Limits (AP) AP - A Nobel laureate in medicine said Monday the Bush administration's limits on funding for embryonic stem cell research effectively have stopped the clock on American scientists' efforts to develop treatments for a host of chronic, debilitating diseases.","Nobel Laureate Decries Stem Cellular Limits (AP) AP - A Nobel laureate in medicine said Monday the Bush administration's limits on funding for embryonic stem cell research effectively have stopped the clock on American scientists' efforts to develop treatments for a host of chronic, debilitating diseases.",0.37585902214050293,0.5012100338935852,3,0,3,68,"Successful"
"Jury Can Hear of Kobe Accuser's Sex Life (AP) AP - Prosecutors suffered another setback Monday in the Kobe Bryant sexual assault case, losing a last-ditch attempt to keep the NBA star's lawyers from telling jurors about the alleged victim's sex life.","Commitee Can Hear of Goblet Accuser's Sex Life (AP) AP - Taxation experimented another recession Monday in the Kobe Bledsoe pornographic assault example, losing a last-ditch attempt to conserve the BASKETBALL star's consultancy from telling juries about the argued victim's sex life.",0.002497255802154541,0.9959611892700195,1,3,1,346,"Successful"
"North Korea Talks Still On, China Tells Downer (Reuters) Reuters - China has said no date has been set for\working-level talks on the North Korean nuclear crisis and gave\no indication that the meeting has been canceled, Australian\Foreign Minister Alexander Downer said on Tuesday.","Ireland Korea Talks Still On, China Tells Downer (Reuters) Reuters - China has assert no calendar hectares been creation for\working-level lecture on the North Korean radiological recession and gave\no indexed that the meeting has been canceled, Australian\Stranger Secretarial Alexander Donner said on Tuesday.",0.0007535219192504883,0.6188933849334717,0,3,0,335,"Successful"
"Griffin to Anchor D-Line The Redskins expect huge things from 300-pound Cornelius Griffin, who was signed to aid the team's weakest unit - the defensive line.","Griffiths to Moorings D-Line The Redskins prophesied tai points from 300-pound Rupert Griffith, who was ratified to enabled the team's slower drive - the prophylactic harmony.",0.000429689884185791,0.0039147138595581055,1,1,1,308,"Failed"
"Last American defector in North Korea agrees to tell story (AFP) AFP - The last surviving American defector to communist North Korea wants to tell his story to put a human face on the Stalinist state which he believes is unfairly vilified abroad, British film-makers said.","Eventual Latin rogue in Nordic Pyongyang adopt to informs myths (AFP) AFP - The eventual survival American rebelling to anarchists Scandinavia Korea longing to apprised his myths to table a humanistic experiencing on the Totalitarian countries which he discoveries is inadvertently badgered elsewhere, English film-makers stressed.",0.0007026195526123047,0.0932852029800415,0,0,0,736,"Failed"
"Live: Olympics day four Richard Faulds and Stephen Parry are going for gold for Great Britain on day four in Athens.","Vivre: Olympics day four Richard Faulds and Stephen Parry are going for gold for Great Britain on day four in Athens.",0.2593038082122803,0.8967941999435425,0,1,0,41,"Successful"
"Kerry Widens Lead in California, Poll Finds (Reuters) Reuters - Democratic challenger John Kerry\has a commanding lead over President Bush in California of 54\percent to 38 percent among likely voters, a poll released on\Tuesday found.","Keri Widens Lead in California, Poll Finds (Reuters) Reuters - Democratic racer Joanne Kiri\has a commanding lead over President Bush in California of 54\percent to 38 phosphorus among likely referendum, a enquiry released on\Tuesday found.",0.0009610652923583984,0.9981715083122253,0,3,0,161,"Successful"
"Capacity Crowds at Beach Volleyball Rock the Joint  ATHENS (Reuters) - At the beach volleyball, the 2004  Olympics is a sell-out, foot-stomping success.","Capacity Crowds at Beaches Volleyball Rock the Joint  PIRAEUS (Reuters) - At the beach volleyball, the 2004  Medalist is a sell-out, foot-stomping success.",0.0021105408668518066,0.9513225555419922,1,3,1,57,"Successful"
"Dollar Near Recent Lows, Awaits ZEW/CPI  LONDON (Reuters) - The dollar held steady near this week's  four-week low against the euro on Tuesday with investors  awaiting a German investor confidence survey and U.S. consumer  inflation numbers to shed light on the direction.","Dollar Near Recent Lows, Awaits ZEW/CPI  UK (Newsday) - The dollar detainees steady around this week's  four-week low against the euros on Domingos with capitalists  awaited a German capitalists depending polling and U.p. exertion  inflating personages to hut searchlight on the direction.",0.0012019872665405273,0.7197887897491455,2,0,2,371,"Successful"
"Intel to delay product aimed for high-definition TVs SAN FRANCISCO -- In the latest of a series of product delays, Intel Corp. has postponed the launch of a video display chip it had previously planned to introduce by year end, putting off a showdown with Texas Instruments Inc. in the fast-growing market for high-definition television displays.","Intel to delay product aimed for high-definition TVs SAN FRANCISCO -- In the latest of a series of product delays, Intel Corp. has postponed the launch of a video display chip it had previously planned to introduce by year end, putting off a showdown with Texas Instruments Inc. in the fast-growing market for high-definition television displays.",0.9933879375457764,0.9933879375457764,3,3,2,1,"Skipped"
"Venezuela vote keeps Chavez as president CARACAS -- Venezuelans voted resoundingly to keep firebrand populist Hugo Chavez as their president in a victory that drew noisy reactions yesterday from both sides in the streets. International observers certified the results as clean and accurate.","Venezuela vote conserve Chavez as presiding SÃO -- Venezuelans ratification resoundingly to keep firebrand populist Hugo Chavez as their president in a victory that drew noisy reactions yesterday from both sides in the streets. International observers certified the results as cleaner and accurate.",0.013401389122009277,0.5223789215087891,0,2,0,187,"Successful"
"Jailing of HK democrat in China 'politically motivated' (AFP) AFP - Hong Kong democrats accused China of jailing one of their members on trumped-up prostitution charges in a bid to disgrace a political movement Beijing has been feuding with for seven years.","Jailing of HK congo in China 'politically motivated' (AFP) AFP - Kong Kong socialism culpability China of jailing one of their commissioner on trumped-up hooker upload in a bid to snub a strategic movement Beijing has been bickering with for seven years.",0.0007110834121704102,0.5279481410980225,0,3,0,291,"Successful"
"Kmart Swings to Profit in 2Q; Stock Surges (AP) AP - Shares of Kmart Holding Corp. surged 17 percent Monday after the discount retailer reported a profit for the second quarter and said chairman and majority owner Edward Lampert is now free to invest the company's  #36;2.6 billion in surplus cash.","Kmart Swings to Profit in 2Q; Stock Surges (AP) AP - Shares of Asda Holding Corp. surged 17 percent Shabbat after the discount pusher reported a profit for the second quarter and said chairman and majority owner Edward Lampert is now free to expended the company's  #36;2.6 billion in surplus cash.",0.0012929439544677734,0.8836472034454346,2,0,2,159,"Successful"
"Fischer's Fiancee: Marriage Plans Genuine (AP) AP - Former chess champion Bobby Fischer's announcement thathe is engaged to a Japanese woman could win him sympathy among Japanese officials and help him avoid deportation to the United States, his fiancee and one of his supporters said Tuesday.","Fischer's Fiancee: Marriage Plans Genuine (AP) ACRES - Alumni chess champion Bobby Fischer's commercials thathe is engaged to a Japanese hoochie could win him empathetic among Ueno officials and help him avoid ejects to the Harmonize Argues, his fiancee and one of his worshipers stressed Hoy.",0.0006951093673706055,0.6002974510192871,0,1,0,360,"Successful"
"U.S. Misses Cut in Olympic 100 Free ATHENS, Greece - Top American sprinters Jason Lezak and Ian Crocker missed the cut in the Olympic 100-meter freestyle preliminaries Tuesday, a stunning blow for a country that had always done well in the event.    Pieter van den Hoogenband of the Netherlands and Australian Ian Thorpe advanced to the evening semifinal a day after dueling teenager Michael Phelps in the 200 freestyle, won by Thorpe...","o.S. Misses Dissected in Olympic 100 Free GREEKS, Greek - Top Latin sprinters Jason Lezak and Ian Croker misses the haircut in the Olympia 100-meter freestyle semifinal Mondays, a exceptional explosion for a nationality that ha periodically done correctly in the manifestation.    Piet vehicles parlor Hoogenband of the Netherlands and Australian Ian Skipper progressed to the noon semifinal a nowadays after duelling juvenile Michelle Phillip in the 200 acrobatic, won by Captain...",0.0007055997848510742,0.0019329190254211426,0,0,0,811,"Failed"
"Consumers Would Pay In Phone Proposal A proposal backed by a coalition of telephone carriers would cut billions of dollars in fees owed by long-distance companies to regional phone giants but would allow the regional companies to make up some of the difference by raising monthly phone bills for millions of consumers. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;","Consumers Got Pay In Call Proposal A proposal backed by a ally of telephone carriers would cut trillions of dollars in fees attributed by long-distance firm to regional calling mogul but would authorizing the divisional troupe to furnish up some of the disparity by rose weekly rang act for trillions of consuming. &tl;PERSONAGE confrontation=""verdana,NEENA No Serif,arial,helvetica"" size=""-2""\ complexion=""#666666""&gt;&lieutenants;seconds&gt;-The Washington Postal&tl;/segundo&gt;&lieut;/PERSONAGES&gt;",0.006616175174713135,0.5009603500366211,3,2,3,625,"Successful"
"U.S. Brokers Cease-fire in Western Afghanistan  KABUL (Reuters) - The United States has brokered a  cease-fire between a renegade Afghan militia leader and the  embattled governor of the western province of Herat,  Washington's envoy to Kabul said Tuesday.","oder.seconds. Merchants Cease-fire in Western Bagdad  BASRA (Reuters) - The Uni Submits owns bargaining a  cease-fire between a defector Iraq militia presidente and the  embattled regulator of the westerly ontario of Herat,  Washington's envoys to Bagdad asserted Domingos.",0.0006133317947387695,0.5627236366271973,0,2,0,475,"Successful"
"Sneaky Credit Card Tactics Keep an eye on your credit card issuers -- they may be about to raise your rates.","Sneaky Credit Card Tactics Keeps an eyewitness on your debt mapping issuers -- they may fi about to increase your velocities.",0.002274453639984131,0.5409040451049805,2,3,2,222,"Successful"
"Intel Delays Launch of Projection TV Chip In another product postponement, semiconductor giant Intel Corp. said it won't be offering a chip for projection TVs by the end of 2004 as it had announced earlier this year.","Intel Delays Undertake of Projection TV Died In another commodities postponement, semiconductor giant Intel Corp. said it won't be offering a chip for forecasts TVs by the cessation of 2004 as it had announced earlier this year.",0.009926319122314453,0.6223829388618469,3,2,3,183,"Successful"
"Fund pessimism grows NEW YORK (CNN/Money) - Money managers are growing more pessimistic about the economy, corporate profits and US stock market returns, according to a monthly survey by Merrill Lynch released Tuesday. ","Cashier obscurity grows NEW YORK (CNN/Financial) - Money managers are cultivating more melancholy about the economics, corporate perks and AMERICANA sharing resell refunds, according to a monthly researches by Lynch Lynch publicized Tuesday. ",0.0009244680404663086,0.850217342376709,2,3,2,518,"Successful"
"Kederis proclaims innocence Olympic champion Kostas Kederis today left hospital ahead of his date with IOC inquisitors claiming his innocence and vowing:  quot;After the crucifixion comes the resurrection. quot; ...","Kederis heralding innocence Olympic supporter Dimitrios Kederis hier exit medic ahead of his day with IOC searcher claim his innocence and reneged:  quot;Than the crucifixion arrived the reenactment. nbsp; ...",0.0006380677223205566,0.07235997915267944,1,1,1,376,"Failed"
"Eriksson doesn #39;t feel any extra pressure following scandal NEWCASTLE, England (AP) - England coach Sven-Goran Eriksson said Tuesday he isn #39;t under any extra pressure in the aftermath of a scandal that damaged the Football Association #39;s reputation. ","Eriksson doesn #39;t logic any extra pressure following scandal NEWCASTLE, Anglican (PA) - England buses Sven-Goran Eriksson said Fridays he isn #39;t under any extra pressures in the corollary of a scandal that eroded the Bowler Association #39;s reputation. ",0.0003390312194824219,0.8294418454170227,1,2,1,254,"Successful"
"Injured Heskey to miss England friendly NEWCASTLE, England (AP) - Striker Emile Heskey has pulled out of the England squad ahead of Wednesday #39;s friendly against Ukraine because of a tight hamstring, the Football Association said Tuesday. ","Infections Heskey to ms Uk hospitable NEWCASTLE, Ying (HECTARES) - Mugger Amer Heskey got shot out of the England gunboat ahead of Domingos #39;s homely against Russia because of a uptight fibula, the Softball Cooperative testified Nowadays. ",0.00033974647521972656,0.9806830883026123,1,2,1,530,"Successful"
"Staples Profit Up, to Enter China Market  NEW YORK (Reuters) - Staples Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=SPLS.O target=/stocks/quickinfo/fullquote""&gt;SPLS.O&lt;/A&gt;, the top U.S.  office products retailer, on Tuesday reported a 39 percent jump  in quarterly profit, raised its full-year forecast and said it  plans to enter the fast-growing Chinese market, sending its  shares higher.","Staples Gain Up, to Entered Wa Markets  NOUVELLE YORK (Reuters) - Staples Lnc. &tl;A HREF=""http://www.investors.reuters.com/FullQuote.aspx?ticker=SPLS.O target=/stocks/quickinfo/fullquote""&gt;SPLS.aus&lt;/para&gt;, the high ni.seconds.  office products retailers, on Tuesday stated a 39 phosphorus climbs  in quarterly payrolls, surged its full-year scheduled and saying it  plan to penetrated the fast-growing Shanghainese contracted, submit its  commons more.",0.0009133815765380859,0.0011592507362365723,2,2,2,909,"Failed"
"Delegation Is Delayed Before Reaching Najaf AGHDAD, Iraq, Aug. 17  A delegation of Iraqis was delayed for security reasons today but still intended to visit Najaf to try to convince a rebellious Shiite cleric and his militia to evacuate a shrine in the holy city and end ...","Delegation Represent Procrastination Until Achievements Kabul AGHDAD, Basra, Marr. 17  para delegation of Basra was repelled for securing rationale tonight but anyway targeted to itinerary Kabul to prosecuting to credible a mutiny Sze church and his gunmen to vent a sanctum in the holy linn and extremity ...",0.0006101131439208984,0.0008306503295898438,0,0,0,786,"Failed"
"Consumer Prices Down, Industry Output Up  WASHINGTON (Reuters) - U.S. consumer prices dropped in July  for the first time in eight months as a sharp run up in energy  costs reversed, the government said in a report that suggested  a slow rate of interest rate hikes is likely.","Consumer Honorarium Down, Industry Output Up  WASHINGTON (Reuters) - liu.ies. consumer charging dwindled in Avril  for the first scheduling in eight months as a sharp run up in energy  costs countermanded, the administrations said in a communications that proposes  a slowly airspeed of heed fares hiking is attainable.",0.0008752942085266113,0.922400712966919,2,3,2,572,"Successful"
"Olympic history for India, UAE An Indian army major shot his way to his country #39;s first ever individual Olympic silver medal on Tuesday, while in the same event an member of Dubai #39;s ruling family became the first ever medallist from the United Arab Emirates. ","Medalist history for India, UAE An Indian army grievous gunned his way to his country #39;s first ever especial Olimpia silver medal on Tuesday, while in the same cases an member of Dubai #39;s ruling family became the first ever medallist from the United Arab Emirates. ",0.00034236907958984375,0.7399944067001343,1,0,1,160,"Successful"
"Home Depot Likes High Oil Rising fuel prices, a bugbear for most of the retail sector, are helping Home Depot (HD:NYSE - news - research), the remodeling giant that reported a surge in second-quarter earnings Tuesday and guided the rest of the year higher. ","Home Depot Likes High Oil Rising fuel prices, a bugbear for most of the retail sector, are helping Habitation Stockpiled (BLURAY:NYSE - journalist - research), the restoration monolith that reported a surge in second-quarter earnings Tuesday and guided the rest of the year higher. ",0.0008578300476074219,0.556290864944458,2,3,2,180,"Successful"
"China cracks down on  quot;phone sex quot; services BEIJING, Aug. 17 (Xinhuanet) -- China is carrying out a nationwide campaign to crack down on  quot;phone sex quot; services, paralleling another sweeping operation against Internet pornography, Minister of Information Industry Wang Xudong said here Tuesday. ","China cracks down on  quot;phone sex quot; services BEIJING, Aug. 17 (Xinhuanet) -- China is carrying out a nationwide campaign to crack down on  quot;phone sex quot; services, paralleling another sweeping operation against Lnternet pornography, Minister of Information Industry Wang Xudong said here Tuesday. ",0.26539427042007446,0.9941602349281311,3,0,3,47,"Successful"
"Surviving Biotech's Downturns Charly Travers offers advice on withstanding the volatility of the biotech sector.","Surviving Biotech's Downturns Charly Travers offers councilors on withstanding the vicissitudes of the biotech sector.",0.007757425308227539,0.5093415379524231,2,3,2,81,"Successful"
"Mr Downer shoots his mouth off Just what Alexander Downer was thinking when he declared on radio last Friday that  quot;they could fire a missile from North Korea to Sydney quot; is unclear. The provocative remark, just days before his arrival yesterday on his second visit to the North Korean ...","Mr Downer shoots his mouth off Just what Alexander Downer was thinking when he declared on radio last Friday that  quot;they could fire a missile from Upcountry Korea to Sidney nbsp; is unclear. The knotty remark, just days before his emergence tonight on his second outing to the Northerly Korean ...",0.0008292198181152344,0.6211833953857422,0,1,0,170,"Successful"
"Edwards Banned from Games - Source  ATHENS (Reuters) - World 100 meters champion Torri Edwards  will miss the Athens Olympics after her appeal against a  two-year drugs ban was dismissed on Tuesday, a source told  Reuters.","Edward Banned from Games - Source  HERA (Reuters) - World 100 meters champion Torri Edwards  will miss the Athens Olympics after her appeal against a  two-year drugs ban was dismissed on Tuesday, a source told  Reuters.",0.00902867317199707,0.8933743834495544,1,0,1,44,"Successful"
"Stocks Climb on Drop in Consumer Prices NEW YORK - Stocks rose for a second straight session Tuesday as a drop in consumer prices allowed investors to put aside worries about inflation, at least for the short term.    With gasoline prices falling to eight-month lows, the Consumer Price Index registered a small drop in July, giving consumers a respite from soaring energy prices...","Inventories Soaring on Downturn in Consumer Honorarium NEW YORK - Sharing leapt for a s straight session Thursday as a falls in consumer price helped investor to laid aside upsets about inflating, at least for the nutshell term.    Of petrol tariff declined to eight-month fell, the Consumer Fees Cues registered a underage discard in Jul, providing consumer a respite from climb energy tariff...",0.0005860328674316406,0.0027555227279663086,0,0,0,1216,"Failed"
"Iliadis, Tanimoto win judo golds Ilias Iliadis of Greece thrilled the home crowd Tuesday, beating Roman Gontyuk of Ukraine to win the gold medal in the 81-kilogram class. ","Iliadis, Tanimoto win jujitsu yellows Ilias Iliadis of Greece thrilled the home crowd Domingos, beating Roman Gontyuk of Ussr to succeeded the gold decoration in the 81-kilogram genre. ",0.0029117465019226074,0.530963659286499,1,0,1,199,"Successful"
"Sudan vows to restore order to Darfur but calls for African peacekeepers (AFP) AFP - Sudan will take the lead in restoring order to its rebellious Darfur region but needs the support of African peacekeepers and humanitarian aid, Foreign Minister Mustafa Osman Ismail said.","Zimbabwe newbies to recreate commandments to Davor but apps for African peacekeeping (AFP) AFP - Uganda volition having the advancements in reconstructing commandments to its mutinous Khartoum scopes but necessities the subsidy of African peacekeeping and ssh allows, Spacemen Dept Mustafa Ottoman Ishmael saying.",0.0006338953971862793,0.41928303241729736,0,0,0,645,"Failed"
"TGn Sync Proposes New WLAN Standard The battle over home entertainment networking is heating up as a coalition proposes yet another standard for the IEEE #39;s consideration. ","TGn Trad Suggest Recent WLAN Regulations The struggling over housing entertainment chains is furnace up as a allies proposes yet another standard for the IEEE #39;s study. ",0.0016996264457702637,0.5722317695617676,3,2,3,314,"Successful"
"Yahoo! Ups Ante for Small Businesses Web giant Yahoo! is gambling that price cuts on its domain name registration and Web hosting products will make it more competitive with discounters in the space -- which means that small businesses looking to move online get a sweeter deal through ...","Yahoo! Ups Ante for Small Businesses Web giant Yahoo! is bookies that price cuts on its domain name registration and Web hosting products will make it more competitive with discounters in the space -- which means that small businesses looking to move online get a sweeter deal through ...",0.37995898723602295,0.5243557691574097,2,3,2,65,"Successful"
"IBM Buys Two Danish Services Firms IBM said Tuesday it has acquired a pair of Danish IT services firms as part of its effort to broaden its presence in Scandinavia. As a result of the moves, IBM will add about 3,700 IT staffers to its global head count. Financial terms of ...","IBM Buys Two Danish Services Firms IBM said Tuesday it has acquired a pair of Danish IT services firms as part of its effort to broaden its presence in Scandinavia. As a result of the moves, IBM will add about 3,700 IT staffers to its global head count. Financial terms of ...",0.9801873564720154,0.9801873564720154,2,2,3,1,"Skipped"
"Motorola and HP in Linux tie-up Motorola plans to sell mobile phone network equipment that uses Linux-based code, a step forward in network gear makers #39; efforts to rally around a standard. ","Motorola and PACKARD in Windows tie-up Motorola plans to sell mobile phone network equipment that uses Linux-based code, a step forward in network gear makers #39; efforts to rally around a standard. ",0.04578566551208496,0.7577328681945801,3,2,3,37,"Successful"
"Microsoft Pushes Off SP2 Release Microsoft will delay the release of its SP2 update for another week to fix software glitches. But not everyone is quite so eager to install the SP2 update for Windows XP. In fact, many companies have demanded the ability to prevent their ...","Microsoft Pushes Off SP2 Unlocked Microsoft determination delaying the release of its SP2 topical for another week to fix software glitches. But not everyone is quite so eager to install the SP2 topical for Windows XP. For fact, diversified companies have demanded the ability to hampers their ...",0.020999133586883545,0.7288269996643066,3,2,3,292,"Successful"
